,ids,date,text
65,1366169694189846536,2021-02-28 23:33:31,"if dems make manchin and sinema an excuse for throwing this bill to the filibuster, it will be to their endless shame https://t.co/RNft3qw7wG"
66,1366169574752743425,2021-02-28 23:33:03,"@tify330 @RevDrBarber Why should Dems at large blink first? Let Sinema &amp; Manchin take the risk of voting against the super popular bill, no?
If they really vote against, Dems can take it from there. You're right that pressure should be on M+S, not 'Dems.' This is the best way to exert that pressure."
67,1366169445174038531,2021-02-28 23:32:32,@EricBoehlert Like Manchin and Sinema could go against the party and Biden and the entire Covid relief bill just because it included a $9.50 minimum wage for this year ($15 by 2025) AND generous tax credits for small businesses to help them absorb the increase.
68,1366169271932510210,2021-02-28 23:31:51,@RickSmithShow 2 Dems are allied with Republicans to stop the abolition of the filibuster. This means Dems are NOT in control of the Senate. It remains a 60-vote institution. Manchin and Sinema give Republicans substantial control of the Senate.
69,1366168965672804358,2021-02-28 23:30:38,"@davidsirota Killing the #$15 will squarely be on @JoeBiden 
Not on Manchin or Sinema or the VP or parliamentarian. But on POTUS himself.
#HouseProgressiveCaucus should stand firm and reject any senate version w/out the $15

#TooCuteByHalfDems
#PromisesMade$15"
70,1366168885616136193,2021-02-28 23:30:19,@vrcadia1 @sahilkapur @mehdirhasan It won’t because Manchin and Sinema won’t nuke the filibuster. I bet they’ll switch parties eventually
71,1366168866464927744,2021-02-28 23:30:14,"@AdversusN @thewilliamchase @GrooveSDC If Biden can find ways to get Republicans to support Neera Tanden, he has the leverage to get Manchin and Sinema to support a $15 minimum wage"
72,1366168843912163330,2021-02-28 23:30:09,"@SandleDavid @mcjacco No, if you’d read my comments you’d know that I’m to the left of both Sinema and Manchin on nearly every issue, I just think bipartisanship is good and I value their seats which help maintain our senate majority."
73,1366168553884422147,2021-02-28 23:29:00,"If you don't bring this to a vote because it might not pass, the blame and anger go to ""the Democrats"" or ""the Biden administration"" rather than Manchin or Sinema where the rage belongs. https://t.co/0ZV0a71B6c via @msnbc"
74,1366168543159595011,2021-02-28 23:28:57,"Hey Congressional Democrats. Stop cowering in fear that Republicans will say mean things about you and GET TO WORK!!

Trying to be bipartisan w/ a party of bad actors who do not care if citizens die is NOT a valid strategy.

Get Manchin &amp; Sinema in line &amp; fix the shit they broke. https://t.co/JtsOTUYzmx"
75,1366168486028869638,2021-02-28 23:28:43,When will @SenFeinstein accept the fact that the @GOP is NOT interested in advancing legislation that helps #WeThePeople?? The fact that @Manchin and @Sinema are currently opposed to ending the #FILIBUSTER is NO reason for HER not to advocate doing so!
76,1366168422468489218,2021-02-28 23:28:28,"@vademocrats @EFillerCorn Hey Congressional Democrats. Stop cowering in fear that Republicans will say mean things about you and GET TO WORK!!

Trying to be bipartisan w/ a party of bad actors who do not care if citizens die is NOT a valid strategy.

Get Manchin &amp; Sinema in line &amp; fix the shit they broke."
77,1366168295431266305,2021-02-28 23:27:58,"@jerzey11011 I wish it were that easy. Manchin and Sinema will drag their heals or fully stop progress. If the Republicans realize this, they will not provide one vote. Which is what will happen."
78,1366168290087723010,2021-02-28 23:27:57,Help us find the next AOC to replace right-wing Senators Joe Manchin (WV) and Kyrsten Sinema (AZ) - https://t.co/1SkJ3Ws70h https://t.co/dXjzdOoeEL
79,1366168151440908299,2021-02-28 23:27:24,"@SpecialPuppy1 Yeah, moderates need to make like Manchin and Sinema and build their own brand. The old model of hiding and hoping nobody knows that you're a democrat when you run in a swing district just doesn't work anymore."
80,1366167943235698688,2021-02-28 23:26:34,@bernrdr e te bejava no sinema
81,1366167662535995392,2021-02-28 23:25:27,"Is there any other democrat moderates or conservatives other than Joe Manchin and Krysten Sinema?

We need to get rid of them somehow or make them change their minds on raising the minimum wage to $15/hour.

Dem moderates &amp; conservatives won't vote for it."
82,1366167644391559178,2021-02-28 23:25:23,FEINSTEIN MANCHIN SINEMA HOLDING UP USA WORKERS STIMULUS PAY!!!!
83,1366167519002828800,2021-02-28 23:24:53,"@goawayyouidiots @TheHellCurve @gol_mia What, you gonna make excuses for Manchen and Sinema next? How willing are you to make defenses for losers that really don't care about you?"
84,1366167427914944514,2021-02-28 23:24:31,@atrupar Sinema and Manchin have kept Republicans in power.
85,1366167194380419072,2021-02-28 23:23:35,And what will be the CORP DEMS RESPONSE BE with likes of BIG $$$ CORP 100 FEINSTEIN MANCHIN SINEMA  DRAGBGING 300 MILLION WHAT YOU SAY AMERICA SHOULD 3 wannabe TRUMPLUSSIANS HOLD THE GATE SHUT ON 300 MILLION OF US  I DON'T THINK YOU CAN TRY SHIT HITS FAN YOU WONT BE ALLOWED RUN!! https://t.co/hZBhROorcF
86,1366167090168815617,2021-02-28 23:23:11,@twiedenbein @brianschatz Nope cuz Joe Manchin and Kyraten Sinema are dinos
87,1366167042060025858,2021-02-28 23:22:59,Kyrsten Sinema used to be so different... it sucks how she’s changed. I know that people’s political views change but this is just upsetting to me. I was so eager when she was elected to the Senate and she let all of us down. https://t.co/iYgY0DkDaM
88,1366166924347002881,2021-02-28 23:22:31,"@APBBlue @monicaisliberal Other than wanting Feinstein and Sinema replaced for political reasons, I think one gender has behaved a smidge better."
89,1366166614232600580,2021-02-28 23:21:17,@RBReich I’m convinced. How do we get Manchin and Sinema to see the light?
90,1366166440705859586,2021-02-28 23:20:36,What are we going to do about Joe Manchin &amp; Krysten Sinema?
91,1366166433542111232,2021-02-28 23:20:34,"@TheSlateLeft Manchin bluffs (or falls in line) from time to time.

Rather he and Sinema take a hit than to just look like you gave up."
92,1366166422112456705,2021-02-28 23:20:31,@AP4Liberty So Is Kyrsten  Sinema more fiscally Conservative than Josh Hawley
93,1366166162413862914,2021-02-28 23:19:29,"Republicans offer their latest compromise on stimulus: Send everybody one of those $5 ""VR headsets"" that you put a smartphone into, but you can never get it lined up because it tries to fit every phone. Joe Manchin and Krysten Sinema say ""we should at least consider it."" https://t.co/YDBMuMbj3T"
94,1366166106315063298,2021-02-28 23:19:16,MANCHIN SINEMA FEINSTEIN--ASLL SIMILAR TO THE TRADING TRAITORS PERDUE LOEFFLER FEINSTEIN --DEMS PLAY NICE WITH THESE 3  YOU WILL NEVER HAVE CONTROL OF SENATE HOUSE USA USA USA WE WILL LEAVE ALL CONS....  BURY THEM OR FIGHT WITH HALF YOUR NAVY!!!
95,1366166071246479361,2021-02-28 23:19:08,"@marx_attacks_ @MarxistChewbaca @VP Uhhh no it's not, Manchin is safe and Sinema will fall back on Kelly"
96,1366165727883976712,2021-02-28 23:17:46,Manchin and Sinema are doing more damage to the Biden administration’s agenda than any progressive.  It’s sad to see other supposedly team player democrats tolerate it without much pushback.
97,1366165453748363268,2021-02-28 23:16:40,"@dalt_O @VP Could everyone on this thread who's criticizing MVP learn how govt. works? There are many limits to what she and Biden can do right now. I'm frustrated, too. 
How 'bout you get Manchin, Sinema and many other obstructionists to change their minds. Good luck with that! https://t.co/0zvuqOkf8v"
98,1366165022666354689,2021-02-28 23:14:58,@toronai22 They’d need the votes from Manchin &amp; Sinema though. And it’s not hard for me to imagine that M&amp;S aren’t bluffing.
99,1366164821171965961,2021-02-28 23:14:10,@benozlemevet @uygarsir uygar şirin en sevdiğim sinema eleşirmeni oldu 15 yaşımdan bu yana. bu listeye rahat rahat 15 20 film sığdırır o :)
0,1366538563794337795,2021-03-01 23:59:17,"Democrats &amp; activists need to keep talking about $15 min wage. Every single day. Until Manchin &amp; Sinema have had enough. See, they want us to move on &amp; not talk about this anymore. But not this time. We are paying attention now more than ever. https://t.co/JVMkbwyFSb"
1,1366538520899166208,2021-03-01 23:59:07,sinema may talk a big game about wanting to protect the filibuster but she's up for reelection in 2022 so unless she's planning on not running she'd fall in line if the white house pushes for this. manchin is a bigger problem. https://t.co/MsmtA3nK1t
2,1366538415324430337,2021-03-01 23:58:41,@SenSchumer Bring Manchin &amp; Sinema to heel. Minimum wage HIKE to $15 hr NOW!!!
3,1366538359502475277,2021-03-01 23:58:28,Kyrsten Sinema and Joe Manchurian need to go. You vote against the majority caucus you should lose a leadership position but @SenSchumer doesn't seem to get this.
4,1366538306251608064,2021-03-01 23:58:15,"@colbert_noah @elizabethcrisp Did we see that Manchin wouldn’t have supported $15 min wage if the Parliamentarian had permitted it through reconciliation?

I was under the impression that Manchin/Sinema would/will vote for the bill the House passed."
5,1366538289591635975,2021-03-01 23:58:11,Ava Boone=Jenna Lyng AdamsKelly Rhodes=Jackson DavisMax Rhodes=Ryan VigilantJasper Boone=Charles ...devamı sitede. #gundem #film #sinema #sinemalar https://t.co/NECJN0gDU1 #aksiyon #bilimkurgu
6,1366538277713494017,2021-03-01 23:58:09,@AyannaPressley @JoeManchinWV We do need his and Kristen Sinema’ she’s vote in the senate to pass the COVID-19 Stimulus bill. The $15 minimum wage can be in a different bill by itself at another time. This stimulus bill needs to pass before March 14.
7,1366538093373902850,2021-03-01 23:57:25,"Senators Sinema and Manchin have the opportunity to save the republic by throwing their support behind abolishing the filibuster so Democrats can pass the John Lewis Voting Rights Act. Then if the Roberts Court wants to pass another Shelby bench bill, be ready to add SC justices. https://t.co/GR8tzwW5vl"
8,1366538032485130249,2021-03-01 23:57:10,"@JamesTurner3rd To admit it isn’t going to happen is to be accused of surrender, timidity, dishonesty, etc. Better to let Manchin/Sinema take all the heat."
9,1366537975417499650,2021-03-01 23:56:57,@guspasho @GoodPoliticGuy Senators Sinema &amp; Manchin won’t support it in the relief bill. So there’s no point in overriding the parliamentarian. Democrats aren’t giving up on this. They’re working on other ways including penalizing large corporations if they don’t pay a living wage. https://t.co/GAdoPBXdkG
10,1366537963107155971,2021-03-01 23:56:54,"@HuffmanForNC Sir, you are forgetting two DEMOCRATS , Senators Manchin and Sinema who do not go along with increasing minimum wage. You cannot have a vote of 50 plus 1 without their votes!"
11,1366537886972014594,2021-03-01 23:56:35,"@dannydorito97 @magi_jay @gdigitalzsmooth I would LOVE for Biden to give Harris the OK to overrule the Parliamentarian in this case, because of the stakes and to show their commitment to the American people.

But any convo that fails to mention that Manchin/Sinema WILL VOTE FUCKING NO on the bill lacks crucial context."
12,1366537798329765893,2021-03-01 23:56:14,@BarbaraVanlaan @Wharfrat2004 @HartChohen @RepRoKhanna No. Democrats have to get it through their heads that obstacles only exist if they want obstacles to exist. Stop pretending like the parliamentarian has any power. Stop pretending like you have to listen to assholes such as Manchin and Sinema.
13,1366537749193314304,2021-03-01 23:56:03,"@Cathartic_Haiku @jaxD39 @noitsleviOsah @kylegriffin1 Uh,they can’t whip anybody into anything, dems are not the party of trump! The VOTES aren’t there, I mean  seriously do you think any republicans are voting for ANY of the bill? I suggest you contact Sinema &amp; Manchin."
14,1366537587423387649,2021-03-01 23:55:24,"@RepJayapal a majority of the american people, according to most polls.

unfortunately, you're stuck with a senate stacked with republicans + manchin, sinema, coons and hickenlooper on the democratic side."
15,1366537519022678018,2021-03-01 23:55:08,@MattWheel00 @CJSmith7880 @sahilkapur it is a swing state but it absolutely leans red. sinema’s excuse for being moderate isn’t as good as manchin’s but it is still a valid excuse.
16,1366537487573790720,2021-03-01 23:55:00,"@GeorgeMorrisWV @cenkuygur No, it would count as Manchin and Sinema killing it and they will have to explain their vote to their constituents. Good luck Manchin! Raising the minimum wage in W. Virginia is very popular, so why is Joe against it?  Could it be his rich donors don't want it?"
17,1366537414844567556,2021-03-01 23:54:43,@posadist_trapgd The parliamentarian is getting blamed for literally reporting that Manchin and Sinema's dissent will make the bill unpassable. Raising the minimum wage will fail because we have all the Senate Republicans and 2 dems against it. THEY are the ones we should be blaming!
18,1366537351011442689,2021-03-01 23:54:28,@GarrettShorr @minhtransci @omw @sahilkapur @RonWyden @VP We would have to get three gop senators if she over rode the parliamentarian cause Manchin ans and Sinema said they would not vote for the bill if the $15 min wage was in it.  Now would they really have tanked a relief bill that is so urgently and badly needed who knows
19,1366537306413400064,2021-03-01 23:54:17,"@AriBerman This sucks so much.  What now?  Will they fight it in court?

Also, how can they kill the filibuster when Sinema and Manchin won't vote for that?"
20,1366537211404025856,2021-03-01 23:53:54,How do you propose they do that without Sinema and Manchin? https://t.co/h6GORVLTS5
21,1366537141875007491,2021-03-01 23:53:38,@DilleyEric @digital42 @cenkuygur @BernieSanders https://t.co/4cKl71ADfg See? Need 50 yes votes by the Senate for Harris to overrule. We need Sinema &amp; Manchin for our legislative bills that Speaker Pelosi has no problem whipping up; Unfortunately Schumer is useless &amp; ineffective.
22,1366537020282200069,2021-03-01 23:53:09,@MattWheel00 @CJSmith7880 @sahilkapur Doug Ducey won in 2018 by 15 points. more than Kelly and Sinema’s margins combined.
23,1366536909833396225,2021-03-01 23:52:42,@funder @davidmweissman Doing okay ... playing way too nice . He needs to tell Manchin and Sinema to get on board or get out. And he needs to get Schumer to be more aggressive.  Dems will win way more seats going forward if he does cuz the Trumplicans are imploding daily.
24,1366536897825181699,2021-03-01 23:52:40,"@istifh @meitaisme Bhahahahahak
Penthouse &amp; Sinema Azab Indosiar tepatnya~"
25,1366536832536739840,2021-03-01 23:52:24,"@Wharfrat2004 @HartChohen @BarbaraVanlaan @RepRoKhanna your mom is done

Any one Democrat has the ability to tell Biden ""fuck you, Joe, keep your fucking promises, you fucking piece of shit."" Put the wage in the bill. Force Manchin and Sinema to vote yes if they don't want their constituents to murder them."
26,1366536801490509824,2021-03-01 23:52:17,"@dailyposter @DrSmith1966 @VP @KamalaHarris ...that whole piece rides on simply brushing aside the Manchin/Sinema shaped elephant in the room with this line, 

""It’s unclear whether they would vote to sink the entire relief package if Ds include measure and overrule the p-tarian""

but is it even accurate?"
27,1366536606291787780,2021-03-01 23:51:30,@fshakir I want to see Manchin &amp; Sinema point out where the filibuster is in the Constitution. Perhaps someone could provide a James Madison quote about majoritarian democracy in the Senate
28,1366536531310075904,2021-03-01 23:51:12,"@MelaKatie @BidenHarrisBro You should actually do some research into who Sinema and Manchin actually are before you wonder aloud why Bernie couldn’t convince them to join him. They are barely Democrats, let alone progressive in any meaningful way."
29,1366536433406595072,2021-03-01 23:50:49,"@shanesarosy_35 @SilentAmuse If she goes out on a limb and takes out the parliamentarian decision, it will be defeated in a full vote because Manchin and Sinema already said they'd vote no. So we would lose the whole relief package and would still not have the 15 mw"
30,1366536368726409220,2021-03-01 23:50:33,@PatrioticMills @AOC Not going  to happen till midterms and get more dems elected so Manchin  and Sinema won't be relevant
31,1366536163264200704,2021-03-01 23:49:44,@BarbaraVanlaan @funnygirlescope @RepRoKhanna @maraleia Manchin &amp; Sinema want it taken out via the parliamentarian‘s advisory precisely b/c they know they can’t vote down an 80-20 relief package or against a mini wage increase theyre running 10 points behind. Theyre trying to get what they want without having to vote. Call their bluff
32,1366536120239067136,2021-03-01 23:49:34,@69olimrb @CJSmith7880 @sahilkapur Maybe Manchin would but Biden won Arizona so I’m not sure if that would be very smart for Sinema
33,1366536057412444162,2021-03-01 23:49:19,Kyrsten Sinema believing she'll win reelection in 2024 after refusing to #EndTheFilibuster and not supporting a minimum wage hike: https://t.co/RwLWzxp7rk
34,1366536034276810753,2021-03-01 23:49:14,@DannieLindquist @MarVistaWriter @RBReich Pushing this bill with that provision in it will do more harm than good - there will be no COVID relief for anyone.  The other senator is Sinema from Arizona.
35,1366536009907908609,2021-03-01 23:49:08,@bruminger @merovingians @Trunembrak @ashleyfeinberg No! One is something they can control. If Manchin and Sinema won't back down...that's it for the reconciliation bill. $15/hour doesn't go away
36,1366536005541523460,2021-03-01 23:49:07,"@natanael_zc @stellaaaa @MoonbeamEmperor @JStein_WaPo @BernieSanders Unless you can show me where Manchin and Sinema, both of which who said they are NOT supporting overruling the Parliamentarian, will be willing to vote in favor of ARP + $15 min wage hike, there is no reason for VP Harris to make a dumbass bet on a $1.7 billion package."
37,1366535951976067077,2021-03-01 23:48:54,"@davidsirota @SenWarren Unless Manchin and Sinema come out and say they’ll vote for it even though they’ve already come out and said they don’t support it, you’re wasting your time"
38,1366535882711392256,2021-03-01 23:48:38,"@Wharfrat2004 @HartChohen @BarbaraVanlaan @RepRoKhanna The tax is out. Put the minimum wage in the bill. Tell the parliamentarian to go fuck herself. Then force Manchin and Sinema to choose between passing the bill and the wage, or having their constituents literally murder them."
39,1366535866433306637,2021-03-01 23:48:34,@MattWheel00 @CJSmith7880 @sahilkapur Sinema and Manchin would jump on that as an opportunity to differentiate themselves from Biden and look more moderate to their constituents.
40,1366535804852518913,2021-03-01 23:48:19,@DavidShuster Manchin and Sinema are the Ted Cruz and MarTayGreen of the Democratic party in their deliberate denial of reality and obstinacy. Government would run smoother with all four gone.
41,1366535768030683144,2021-03-01 23:48:10,@BradwellFaye @HCTrudo @justicedems @JamaalBowmanNY @Sen_JoeManchin @SenatorSinema @POTUS @VP @WHCOS Then they hold a vote and run a pressure campaign to get Machin &amp; Sinema to embrace this popular policy. It's really not rocket science. Worst case is it doesn't work and Machin and Sinema get shamed. Please share with me what pre-emptively choosing not to do anything does?
42,1366535690016743432,2021-03-01 23:47:52,@chrislhayes @saikatc @SusanSarandon Nonsense manchin and sinema wouldn’t tank the whole bill
43,1366535601701478401,2021-03-01 23:47:31,"@mjl62 @drvolts @WayPastTense @JStein_WaPo @kenklippenstein $15 is an inadequate arbitrary number, but it will help the poor out more than something less than it. Something less than it would be in a standalone bill, &amp; that would piss the left off. However, some increase is better than none. I just wish we could replace Manchin &amp; Sinema."
44,1366535476677668868,2021-03-01 23:47:01,@AriBerman Filibuster won't be going anywhere with Manchin and Sinema
45,1366535393215213569,2021-03-01 23:46:41,@Furkanncapkin28 sinema salonlarından bahsetmek istemiyorum hashhahshwz
46,1366535382687485952,2021-03-01 23:46:38,"@QuercusMax @ScottSchollenb2 @HCTrudo @davidsirota You're aware if how a bill becomes law, right?
Who do you think needs to be convinced: Republicans senators? Sinema and Manchin? Or the guy who isn't in the Senate and is just waiting for legislators to do their job? Will you ever learn?"
47,1366535351448317952,2021-03-01 23:46:31,"@guerettesmith @DustinSkenando @MeidasmightyG @Inspect45409871 @Van5nov @IlhanMN Obviously more work needs to be done, but the effort you're expending explaining why Ilhan Omar should do more than just vote (she already is) would be better spent getting people on board with overruling the parliamentarian or calling out machin/sinema"
48,1366535321027039232,2021-03-01 23:46:24,"@drvolts @PoliticalAnt @WayPastTense @JStein_WaPo @kenklippenstein Primary? Primary who? Manchin and Sinema aren't up until 2024. And, please find me a Democrat, especially a Progressive Democrat, who could win in West Virginia.
I'll wait."
49,1366535258682757120,2021-03-01 23:46:09,@aoc You said Sinema and Manchin don't control the Senate. That's true. Guess what? Neither do you! #stfu
50,1366535238369882112,2021-03-01 23:46:04,"$15 Minimum Wage Is Dead for Now, Thanks to Democrats Manchin and Sinema https://t.co/FkyX5YFVsT via @truthout"
51,1366535177678303233,2021-03-01 23:45:50,We need to convey our minimum wage increase message to Manchin and Sinema or remember them when we vote in the next election.
52,1366535167867813889,2021-03-01 23:45:47,"@seth_3333 @HCTrudo @justicedems @JamaalBowmanNY @Sen_JoeManchin @SenatorSinema @POTUS @VP @WHCOS Please share with me what can he do to fight? Let’s say he overruled the parliamentary, then what? If we don’t have Manchin/Sinema?"
53,1366535153997082625,2021-03-01 23:45:44,@MidwinCharles My understanding was that the plan for this was to somehow force Manchin and Sinema to vote to end the filibuster then pass the John Lewis Voting Rights Advancement Act. It's that first thing that still seems to be in the way.
54,1366535106488274951,2021-03-01 23:45:33,https://t.co/y0f5HgxmAC
55,1366535093574057984,2021-03-01 23:45:29,@cracraone @Malinowski Dems would still be 2 votes short as Manchin and Sinema do not support the $15 minim wage in the package to pass even if the parliamentary ruling is disregarded.
56,1366535081679028224,2021-03-01 23:45:27,"So freaking smart by Bernie. He’s calling Manchin and Sinema’s bluff. And even in the highly unlikely event that those two vote no, it will force Republicans to go on record against raising the min wage. Don’t be surprised if a few Rs vote yes, once they realize it will pass. https://t.co/n6Y9Y3cPBQ"
57,1366535043099860995,2021-03-01 23:45:17,"The Democrats Are Blocking a $15 Minimum Wage — Not Republicans. Not the Senate parliamentarian. Joe Manchin, Kyrsten Sinema, and even Joe Biden are to blame for squandering their party’s majority power. https://t.co/9TOjIKm6Lb #FightFor15"
58,1366534958584627204,2021-03-01 23:44:57,@luigibleu @dinaverace @JStein_WaPo @TheDemocrats They do NOT have even 50 votes to end the filibuster. No chance Manchin + Sinema vote yes on that.
59,1366534924547801095,2021-03-01 23:44:49,@kashmonies @lauraofrohan @zachsjacobson Has too many clothes on to be Sinema lol
60,1366534897993711620,2021-03-01 23:44:43,@reesetheone1 Fuck em. Senate Dems should consider dropping minimum wage the compromise and keep it pushing. Sinema and Manchin just needs to fall in line or explain to their voters why they can't get a 1400 check and monthly payments for their children
61,1366534849381629955,2021-03-01 23:44:31,@amyklobuchar Talk to Sinema and Manchin
62,1366534828435247105,2021-03-01 23:44:26,"@dcg1114 @arindube @delong This is what I’ve been saying.

Overrule the parliamentarian and include the $15 minimum wage in the Covid relief package.

Manchin and Sinema couldn’t take the heat for causing the United States to fail."
63,1366534826053013507,2021-03-01 23:44:26,"@MondaireJones @Pamacious Or maybe Progressives in the House could actually make a stand and say no $15 ph, no stimulus. Period. Bet Biden would be on the phone in 10 seconds to Manchin/Sinema. Of course, that means standing up to Pelosi which Progressives will never do."
64,1366534786723041280,2021-03-01 23:44:16,"Omar and Cortez got their panties in a bunch because there are two intelligent democratic senators in their midst, Durbin and Sinema.  Ignoramuses Omar + Cortez are bent out of shape because they may not push their socialist policies without them"
65,1366534774458896387,2021-03-01 23:44:13,@HCTrudo @RepRoKhanna @CoriBush @JamaalBowmanNY @RepJayapal @IlhanMN @AOC We can tackle the 15 minimum wage at another time because this stimulus package needs to pass before March 14. We need Joe Manchin and Kristen Sinema to vote yes in the senate. The American people need this bill to pass.
66,1366534732306149379,2021-03-01 23:44:03,"@jackster994 @cenkuygur @BernieSanders @GOP Biden and Harris call a press conference daily and call out Manchin and Sinema for opposing $15 wage which a majority of their constituents want. AKA make them fall in line.

And do the same for recurring #2KChecks"
67,1366534649749647360,2021-03-01 23:43:44,"@JaneTheeAmeric1 @lauraofrohan @zachsjacobson I think it’s Sinema, though her hair seems too dark"
68,1366534581260742657,2021-03-01 23:43:27,@CO_Stever @marwilliamson And what guarantee do you have those extra Dem senators will not do the same? Because that was the exact logic behind electing Sinema.
69,1366534542924918784,2021-03-01 23:43:18,"@JohnDediePolSci @JenniferJJacobs @lisamurkowski @neeratanden @elwasson These “swing” voters like Murkowski, Sinema, &amp; Manchin all have even more of an ability to wield their vote now to get something for their constituents. Let them do so and make a deal if you want to get it done."
70,1366534444534882310,2021-03-01 23:42:55,"@frankthorp Where are the votes, even if you ignore parliamentarian? Manchin’s on board? Sinema?"
71,1366534279627485196,2021-03-01 23:42:15,@Lemondrop1990 Then you're where we talked about the other day. Negotiating with Manchin and Sinema rather than the GOP. 12$ then scale with inflation and incentives for the rest of us to get base market increases.
72,1366534253945626625,2021-03-01 23:42:09,"@SenSchumer Fight for $15 will help the chronically underpaid, ‘frontline’ workers will best assist people to fight C19 in addition to the vaccine! Make Manchin and Sinema understand - whip your caucus."
73,1366534142914134016,2021-03-01 23:41:43,Good make Sinema and Manchin have to vote against it! https://t.co/4NxqFHHhmu
74,1366534029772804097,2021-03-01 23:41:16,"#istanbul #tokyo #losangeles #mumbai
#yeşilçam #Hollywood #Bollywood
#sanatçı #sinema #tiyatro
#tiyatrosanatçısı #sinemaoyuncusu
#rowanatkinson #jimcarrey
#AamirKhan #SalmanKhan
#cemyılmaz #williamshakespeare
#hayvansever #animallover #yaşamkoçu
#volkantandanışmaz #benheryerdeyim https://t.co/nCuxI2VPM4"
75,1366533805989838848,2021-03-01 23:40:22,@reesetheone1 They need to force his hand and if he plays games have the DNC use everything they have to go at him and Sinema.
76,1366533769277153284,2021-03-01 23:40:14,"Six year Senate terms are supposed to prevent the constant running for reelection pandering nonsense.

Manchin and Sinema don't face reelection for FOUR YEARS. 

Just do the right damn thing."
77,1366533623462076418,2021-03-01 23:39:39,"@HipsterHotdish @washingtonpost not a rule, it’s a recommendation. They’re within their rights to not listen. As for Manchin and Sinema signaling that they won’t vote for the bill with $15/hr in it...call their bluff, see if they’ll attach their names to a no vote that they must defend to their constituents."
78,1366533620937220096,2021-03-01 23:39:38,@realspencergray Who is that? That can’t be sinema
79,1366533534639390725,2021-03-01 23:39:18,"#istanbul #tokyo #losangeles #mumbai
#yeşilçam #Hollywood #Bollywood
#sanatçı #sinema #tiyatro
#tiyatrosanatçısı #sinemaoyuncusu
#rowanatkinson #jimcarrey
#AamirKhan #SalmanKhan
#cemyılmaz #williamshakespeare
#hayvansever #animallover #yaşamkoçu
#volkantandanışmaz #benheryerdeyim https://t.co/3G8ih9DwFQ"
80,1366533473452908547,2021-03-01 23:39:03,Manchin and Sinema are just being 'mavericks'. They loved when McCain carried the title. Of course they hate it now.
81,1366533414308962312,2021-03-01 23:38:49,"#istanbul #tokyo #losangeles #mumbai
#yeşilçam #Hollywood #Bollywood
#sanatçı #sinema #tiyatro
#tiyatrosanatçısı #sinemaoyuncusu
#rowanatkinson #jimcarrey
#AamirKhan #SalmanKhan
#cemyılmaz #williamshakespeare
#hayvansever #animallover #yaşamkoçu
#volkantandanışmaz #benheryerdeyim https://t.co/5MFSI2spbo"
82,1366533372055605248,2021-03-01 23:38:39,@BandyXLee1 Manchin and Sinema will not vote for ending filibuster. They will also not support over riding parliamentarian if VP Harris decides to do it.
83,1366533306825789441,2021-03-01 23:38:23,@AriBerman @KuckelmanAshley Sadly Manchin and Sinema care more about the senate “rules” than Democracy
84,1366533300815331332,2021-03-01 23:38:22,"#istanbul #tokyo #losangeles #mumbai
#yeşilçam #Hollywood #Bollywood
#sanatçı #sinema #tiyatro
#tiyatrosanatçısı #sinemaoyuncusu
#rowanatkinson #jimcarrey
#AamirKhan #SalmanKhan
#cemyılmaz #williamshakespeare
#hayvansever #animallover #yaşamkoçu
#volkantandanışmaz #benheryerdeyim https://t.co/lNYDE2JhO4"
85,1366533278384160772,2021-03-01 23:38:17,"@joeymcbrady @KidInAHoodie @KTharase @ScottSchollenb2 @HCTrudo @davidsirota Yeah, people indeed absolutely don't want this ""bare minimum"". They'll be waiting for 2022 when yu finally exhaust Sinema and Manchin to pass the $15 mjnimum wage bill. Meanwhile, Covid would have taken care of itself. And who needs infrastructure or voting rights anyway?"
86,1366533265323081728,2021-03-01 23:38:14,@donotwriteback1 @Jscott1145 @POTUS @PressSec @TheDemocrats She didn't lie. She explained how the admin decided not to try to overrule the Parliamentarian. She even explained why - you need 50 Democrats plus the VP to do it and they don't have 50 - there are 2 closet ReTrumplicans in their party rejecting it - Manchin and Sinema.
87,1366533249976139782,2021-03-01 23:38:10,"@mnboss1 because @JoeManchinWV  and Sinema... Joe is not MAGIC, he's a President, any rep or Senator can write a bill for it..imagine them doing their own jobs..you can thank @SenSanders for not getting the job done..so much for all his ""power"" again Hillary was RIGHT!"
88,1366533040164532225,2021-03-01 23:37:20,@AyannaPressley @JoeManchinWV What about the other self serving Fake Dem Sinema?
89,1366533024918159365,2021-03-01 23:37:16,"@Mac101P @PatrioticMills @AOC I think the best bet at this point is overriding Parliamentarian &amp; getting a compromise $12/hr passed. If Manchin &amp; Sinema are against $15 and against ending filibuster, it’s all we’re gonna get. 

$7.25 can’t stand."
90,1366532993028915210,2021-03-01 23:37:09,"#istanbul #tokyo #losangeles #mumbai
#yeşilçam #Hollywood #Bollywood
#sanatçı #sinema #tiyatro
#tiyatrosanatçısı #sinemaoyuncusu
#rowanatkinson #jimcarrey
#AamirKhan #SalmanKhan
#cemyılmaz #williamshakespeare
#hayvansever #animallover #yaşamkoçu
#volkantandanışmaz #benheryerdeyim https://t.co/CSCcZGk4lY"
91,1366532992445911040,2021-03-01 23:37:09,"@dschwarz @BandyXLee1 ""Let me know your plan to convince Manchin and Sinema to switch their votes.""

Kidnap their fucking dogs."
